9.011192246323143640e-02,4.804103883444736933e-01,3.579065335689429750e-01,-5.151146943459403715e-01,-1.414288297971951214e-01,4.062128588937071738e-01,4.616643597121655174e-01,3.210298624894359354e-01,-2.777347733619203174e-01,-3.741488436831294506e-01,-4.768631368575452223e-01,-1.761673747268313051e-01,-4.113862402367580717e-01,-8.403331901360200362e-02,1.193142869656573096e-01,-1.164103886999232063e-01,1.204665384224170355e+00,-2.940500271225797713e-01,8.719510314266315509e-01,2.223130875568327114e-01,2.219089016504727230e-02,6.081848978970277875e-01,-9.442335049752412779e-01,-4.763702017800971467e-01,-7.092120831457661145e-01
4.310617194382794504e-02,-5.507021519637912421e-01,-5.708949161572359765e-01,-1.317974799501572258e+00,-2.712533761688229461e-02,2.000239086318141568e-01,-5.235028231940882515e-01,7.099993084360890494e-01,-4.188575912686746672e-01,7.476807966840234299e-01,-3.793234122746550474e-01,1.004482364499361013e+00,1.177282308981932729e-01,3.734183026327888566e-01,7.014819237235863092e-01,2.416893796728248889e-01,-1.768464041644020046e-01,2.222976097366843318e-01,6.094751220109668743e-01,1.604922776835188691e-01,6.070828373144995238e-01,-2.807831748068891908e-01,-8.119228874932522544e-01,-5.317622215415378495e-01,7.079541296677820394e-01
-7.779183062982439889e-01,1.257725173709470234e-01,-2.322890693566788747e-02,3.235880930454659299e-01,-6.120428863083166027e-02,6.068997567421732242e-01,2.168490419360777355e-02,1.171880504913032528e+00,-1.038660192044972508e+00,1.774115128235993766e-01,2.648269208247378548e-01,4.921880344900139703e-03,-8.127639470971071978e-01,4.217589609380505422e-01,-3.829036094742315210e-01,-4.919787073496275087e-01,-3.572752808915856115e-01,-1.805102313932361036e-01,-8.490207107740618264e-01,-2.089084319661552447e-01,6.966514718915171045e-01,-1.324645301551460319e-01,-5.873730030955242043e-01,7.069946136122215452e-02,7.002361237823746531e-01
3.241276646070722633e-01,1.849185809716615350e-02,2.978689601101809636e-02,2.942136443514621336e-01,1.038183675128817374e+00,-3.505852966322179354e-01,6.091481699819639717e-02,4.068250391205232019e-01,-4.540920771121224053e-01,-5.474923153775124174e-01,2.091304389065606339e-01,4.299090621196732798e-02,-4.722891115614934465e-01,7.528956626058218582e-01,-8.713499382137656069e-01,-3.185232873956406197e-01,5.636028555713412658e-02,9.823510216901275571e-01,-8.022272635422117437e-02,-1.488979799365734991e-01,-1.406476712647718452e-01,-5.856969028406106004e-01,4.629547377438700262e-01,-2.402671090107977581e-01,-8.341443407974338808e-02
-1.902413724229191916e-01,5.729290717903343655e-01,-3.168278239634866877e-01,4.415592539709542463e-01,-2.610215232435745408e-02,-2.869318973161651409e-01,-3.401531495117560144e-02,1.924758899783414190e-01,2.578867457351442516e-01,-4.803659275422991759e-02,6.566931402022548880e-01,6.514193291538339370e-01,-4.028508853293763514e-01,3.151011021673069679e-01,-2.747346613026041551e-01,-5.619735400726373342e-01,-1.717446976733028041e-01,5.089277063342900753e-02,3.589676742422482913e-01,1.974677310859808688e-01,-4.211031165357095873e-01,-4.504251066490143063e-01,6.261145120888922389e-01,-1.044255078273120668e-01,1.760376788525301883e-01
-5.394092199631780327e-01,-4.034975894310309785e-01,-6.630068722966939720e-01,-3.749759476797108748e-01,3.282859639410215524e-02,-1.588395881969181245e-01,-6.470291356548867334e-01,6.900820803826103189e-01,7.303856163503275045e-01,-5.036552940858024519e-01,-2.582186974002979030e-01,8.691287629222714806e-01,6.907081298596712271e-02,-3.872704504233300260e-01,-7.665070920501264595e-01,-1.014210757003269237e+00,5.511758665174134597e-01,-1.521581773786691461e+00,-2.703282680027595530e-01,-6.176730545413660067e-01,-1.245223177702788342e-01,-8.990387921801645810e-01,-6.158216290939584336e-01,1.385750458525499607e+00,2.847804256798364131e-01
2.192249884660504855e-02,-2.702068284214441674e-01,3.253667413751469839e-01,-1.820418052951770782e-01,-1.403501199455151754e-03,-1.598376672823046407e-01,-1.682407675926578805e-01,-4.012509592373318668e-02,3.610165164391058168e-01,-7.507026375172715094e-02,-3.735905822937587439e-01,-1.044770553182242212e+00,3.888343453212034229e-01,-8.817090897395732929e-01,-4.220028763394907401e-01,-8.711525838441536163e-04,-8.681411226819297777e-01,2.034724975821174120e-02,-3.897109512531820585e-01,-6.929266186405892425e-01,-3.838855423950793266e-01,5.044925339779794404e-01,7.589014509554160570e-01,7.258916599051754570e-01,1.044887609235886750e+00
-1.752438774867305649e-01,-3.910663948452818284e-01,-1.138704309878787457e+00,2.599597623079540898e-01,1.420620722698857641e+00,5.744644535556872045e-01,-3.082522346552873937e-01,-3.665440834356453736e-02,7.259153411770286057e-02,6.592175577908401252e-01,1.799178328897920731e-01,-4.876808976945058438e-01,1.158119139139890119e-01,-2.895247794562107457e-01,-7.914648346571023785e-02,-7.254637953697307129e-02,-2.866281775449411318e-02,-3.441662924013023650e-01,6.866515149589256239e-01,-1.209362085116393593e-01,2.768733812848787612e-01,8.642357092431177112e-03,-2.796039427345142769e-01,-5.377559920007656258e-01,-3.911109412996704449e-01
4.591760266079469854e-01,-5.376962179913932771e-02,-2.355038869865216378e-01,-1.170575694695902280e-02,3.117226988258280374e-01,-5.427741320531890290e-01,-2.425248634433783135e-01,6.394211526654243194e-01,-5.977799611919104583e-01,7.266812198243518539e-01,-2.920020700704458738e-01,-1.044598579181853226e-01,-1.554900332878216829e-01,-4.251613400609697835e-01,1.726771247974746570e-01,4.602903720964007239e-01,1.710322751058067081e-01,-3.843701784046088532e-01,8.686691012570317838e-01,-3.776526682757032072e-01,-2.936329827447734520e-01,2.190991930498537299e-01,6.099218733141915649e-01,8.390170145210463781e-01,2.879285958273599122e-01
-3.109373377577552833e-01,5.434321483012004572e-01,-8.524112826051952196e-02,-5.973797418079324073e-02,3.478471021365583948e-01,4.211856555469820074e-02,-3.216327576062319449e-01,3.370245425838461206e-01,-3.909859734414589116e-01,-4.532440760789951950e-01,2.882033567277529906e-01,9.014448355402052138e-02,3.073317961941409160e-01,7.801752057255928463e-01,-3.568353851685313050e-01,7.566017650887528756e-01,4.815470248954321075e-01,-3.339860930357534952e-01,-9.030051183166993845e-01,2.453400631747690852e-01,-8.859614615444197372e-02,9.464878484711743978e-01,2.317281756599270937e-02,-6.592161573995782842e-01,-3.676466558534601803e-01
