2.219089016504727230e-02,6.081848978970277875e-01,-9.442335049752412779e-01,-4.763702017800971467e-01,-7.092120831457661145e-01
2.416893796728248889e-01,-1.768464041644020046e-01,2.222976097366843318e-01,6.094751220109668743e-01,1.604922776835188691e-01
6.966514718915171045e-01,-1.324645301551460319e-01,-5.873730030955242043e-01,7.069946136122215452e-02,7.002361237823746531e-01
-3.185232873956406197e-01,5.636028555713412658e-02,9.823510216901275571e-01,-8.022272635422117437e-02,-1.488979799365734991e-01
6.566931402022548880e-01,6.514193291538339370e-01,-4.028508853293763514e-01,3.151011021673069679e-01,-2.747346613026041551e-01
-1.588395881969181245e-01,-6.470291356548867334e-01,6.900820803826103189e-01,7.303856163503275045e-01,-5.036552940858024519e-01
-3.838855423950793266e-01,5.044925339779794404e-01,7.589014509554160570e-01,7.258916599051754570e-01,1.044887609235886750e+00
5.744644535556872045e-01,-3.082522346552873937e-01,-3.665440834356453736e-02,7.259153411770286057e-02,6.592175577908401252e-01
-5.427741320531890290e-01,-2.425248634433783135e-01,6.394211526654243194e-01,-5.977799611919104583e-01,7.266812198243518539e-01
7.566017650887528756e-01,4.815470248954321075e-01,-3.339860930357534952e-01,-9.030051183166993845e-01,2.453400631747690852e-01
3.831547097552190362e-02,2.370683701193396220e-01,-1.324673314865316698e+00,-2.471225897811636096e-01,-5.887770226750372871e-01
4.087154297615032406e-02,3.630394302829243469e-01,1.454419086795745164e-01,1.480898768105981256e-01,-3.253852680410310172e-01
-1.380841068930996007e+00,-1.075782902076998893e+00,-4.788599226955214672e-01,1.335724584132104820e+00,-3.686027770903793077e-01
1.238939658284190781e-01,-5.127670043000392974e-01,-1.163403788954093659e-01,1.142830042022492387e-01,3.747370923046227514e-02
4.267235548986596516e-01,2.386733619925470729e-01,4.645773256384035932e-01,5.217994791099719309e-01,3.887475814798915796e-01
6.915961178218497096e-01,-2.105306319903515327e-02,-3.902576786933826258e-01,2.594576336255343674e-01,4.059318018517414917e-01
9.304027379050912039e-01,3.840004268316784541e-01,5.201373368040589362e-01,5.937594078034531542e-01,1.202956623170834960e-01
3.798164853878490677e-01,2.502212184452253241e-01,4.192098832620705373e-01,4.383094144862461627e-01,3.201940597175974568e-01
5.413921740240101865e-01,-2.728972792064556230e-01,-1.480497564021764911e-01,-4.588960627356628574e-01,-7.271147228265290030e-01
-2.955654214887597497e-01,2.657076500857249446e-01,-1.441387711876401523e-01,-5.089620538528715210e-01,-9.444339845680314871e-02
-2.800926131034582947e-02,-5.428830139494913443e-01,1.201379587380198150e-01,5.502474798280085899e-01,7.115203343725782226e-01
2.435521880205673284e-01,-5.706585516090683097e-01,-5.225246553292222096e-01,-5.089455858967411039e-01,-4.627896388701276398e-01
1.184724828288083454e-01,2.776850576180195929e-01,4.842747430601200553e-02,-6.979951379136162259e-02,-1.527649380661732781e-01
2.924007034923076787e-01,1.461485786785233498e-01,-2.220686682755006469e-01,-8.090505155550044292e-02,2.850271578491475610e-01
1.635208989455710915e-01,5.532890025863630434e-01,2.205448605395651240e-01,8.202741021937828836e-02,-1.040640259141792479e+00
1.180902876059778173e+00,1.080012961880340017e-01,6.830747876542204722e-01,1.364648154285576620e+00,-2.215565507181875560e-01
4.040772648043974846e-02,-3.648362921254213465e-01,-1.634483836791598144e-01,6.670997963044621448e-01,-1.860395605921555118e-01
3.742424738006765450e-01,-3.919405023358198958e-01,-7.936716912805708013e-02,2.512856408448614909e-01,-3.743616407597975537e-01
-7.133991623419133621e-02,3.392727515329616028e-01,6.157261227364578815e-01,1.740239118911788285e-01,5.674133023668703757e-01
-2.154808268331099841e-01,1.098480599322588791e+00,6.604495287648378676e-01,3.441155986556633239e-01,7.500535016711477043e-01
6.374995779133227902e-01,-5.134009699137015437e-01,-7.821132398407631969e-01,2.193553662457586595e-01,-6.327768431355782486e-01
3.995039386213388721e-01,4.624598274774369688e-01,-1.643694302095247695e-01,3.339239533187380871e-01,4.010467741812436815e-01
-4.700295662376597905e-01,-2.078155873944270426e-01,-5.479465449755691608e-01,-3.036896194352116107e-01,-2.693478220475578055e-01
-7.873900417117465911e-02,8.016783453889071431e-01,-6.469365409238497788e-02,3.739534360937646906e-01,3.063184144484079607e-02
-1.413570411406338267e-01,-4.838576794551446292e-01,3.012117312952184434e-01,-9.019631047887433084e-02,-4.132166733108450507e-01
4.009110793111876347e-01,3.401431044231351120e-03,2.152993929431951670e-01,-3.385964991057105467e-01,-3.099014788068077397e-01
-1.273560910006693581e-01,3.683776390452881966e-01,3.129860945221069612e-01,2.765951138594774372e-01,7.873130283074319946e-02
-7.752103908865568549e-01,-1.078203431745897056e+00,1.041454956484071936e-01,-1.187014414234027065e-01,-3.016688140117131933e-01
